노쇠,2020427,2009585,1994890,1957162,98.79038192999457
치매,1448395179,1413581954,1680430202,1642930870,97.68882733312243
알쯔하이머병,40654508,38779490,51816244,49476158,95.44168949766949
파킨슨병,375917576,335894492,437301968,393219592,89.6577178179574
대퇴골의골절,299475640,262560660,328800535,290129319,87.96927227106774
전립선의악성신생물,175795740,147600489,202209264,169022603,83.76161390710055
심부전,128150057,105179266,143238402,117779334,82.15478315531465
